3comvax	telehack!veritas!excelan!3comvax
apple	telehack!oracle!apple
telehack!tandem!apple
telehack!veritas!apple
applicon	telehack!veritas!amd!ima!applicon
telehack!oddjob!rutgers!mit-eddie!applicon
telehack!veritas!hoptoad!sun!applicon
applix	telehack!janus!uunet!applix
aps	telehack!mimsy!ames!sharkey!aps
apt	telehack!veritas!hoptoad!daver!apt
arc	telehack!veritas!amd!arc
telehack!oracle!apple!arc
arcbsys	telehack!janus!uunet!rancho!arcbsys
telehack!janus!uunet!serene!arcbsys
arclev	telehack!adaptex!fnx!alphacm!arclev
telehack!adaptex!sco!dsw!arclev
arcturus	telehack!adaptex!letni!zardoz!arcturus
telehack!oracle!hplabs!felix!arcturus
ardent	telehack!veritas!ardent
argon	telehack!oddjob!rutgers!argon
argosy	telehack!oracle!decwrl!argosy
telehack!oracle!pyramid!argosy
arinc	telehack!mimsy!arinc
arizona	telehack!janus!uunet!arizona
ark	telehack!tandem!rtech!gonzo!ark
telehack!janus!uunet!swbatl!ark
arnold	telehack!oracle!sequent!ccicpg!arnold
telehack!janus!uunet!vdelta!arnold
telehack!oddjob!rutgers!crash!arnold
telehack!adaptex!letni!homebas!arnold
telehack!janus!uunet!hodge!arnold
telehack!janus!uunet!turnkey!arnold
array	telehack!janus!uunet!dptcdc!dciem!array
telehack!janus!uunet!dptcdc!lsuc!array
artecon	telehack!oracle!hplabs!hp-sdd!artecon
ashtate	telehack!janus!hacgate!ashtate
telehack!oracle!sequent!ashtate
telehack!rdlvax!psivax!ashtate
asi	telehack!janus!uunet!asi
asiux1	telehack!oddjob!clout!obdient!asiux1
telehack!veritas!procase!tolerant!asiux1
telehack!oddjob!clout!ddsw1!asiux1
telehack!janus!uunet!csdev!asiux1
telehack!oddjob!nucsrl!genesis!asiux1
ast	telehack!oddjob!clout!smith!ast
telehack!oddjob!clout!mcdchg!ast
astroatc	telehack!oracle!sequent!uwvax!astroatc
telehack!janus!uunet!norvax!astroatc
astrovax	telehack!oddjob!rutgers!princeton!astrovax
telehack!oddjob!rutgers!petsd!astrovax
telehack!rdlvax!psivax!siemens!astrovax
asuvax	telehack!janus!uunet!serene!telesys!asuvax
telehack!adaptex!letni!zardoz!hrc!asuvax
telehack!oracle!pyramid!anasaz!enuucp!asuvax
asylum	telehack!oracle!decwrl!asylum
atari	telehack!mimsy!ames!atari
atexnet	telehack!veritas!amd!ima!atexnet
atexrd	telehack!mimsy!ames!ll-xn!atexrd
atha	telehack!oracle!decwrl!atha
telehack!tandem!mips!atha
athertn	telehack!oracle!decwrl!athertn
telehack!oracle!pyramid!athertn
atina	telehack!janus!uunet!atina
attain	telehack!tandem!netcomsv!attain
telehack!oracle!apple!attain
attcan	telehack!janus!uunet!attcan
atti07	telehack!oracle!anvil!att!atti07
attvcr	telehack!tandem!mips!chip!van-bc!attvcr
telehack!oracle!decwrl!alberta!cedm01!attvcr
aubsch	telehack!oddjob!rutgers!dartvax!bates!aubsch
aucis	%no path to host
audfax	telehack!mimsy!widener!emory!audfax
telehack!mimsy!elsie!emoryu1!audfax
telehack!mimsy!widener!gatech!audfax
auspex	telehack!janus!uunet!auspex
telehack!tandem!mips!auspex
austral	telehack!oddjob!clout!austral
austsun	telehack!oddjob!sunloop!austsun
auxnj	telehack!oddjob!rutgers!princeton!auxnj
telehack!oracle!anvil!att!auxnj
avalon	telehack!adaptex!fnx!polari!avalon
avatar	telehack!janus!hacgate!srhqla!avatar
telehack!janus!hacgate!elroy!avatar
telehack!rdlvax!ttidca!quad1!avatar
avcocan	telehack!janus!uunet!stss!avcocan
avcoint	telehack!janus!hacgate!mbf!avcoint
telehack!adaptex!fnx!alphacm!avcoint
telehack!adaptex!letni!zardoz!avcoint
avsd	telehack!oracle!hplabs!avsd
telehack!veritas!hoptoad!avsd
telehack!oracle!decwrl!avsd
telehack!oracle!pyramid!avsd
award	telehack!veritas!hoptoad!daver!award
telehack!oracle!decwrl!blitz!award
axis	telehack!janus!uunet!icot34!inria!axis
b-tech	telehack!oracle!apple!m-net!b-tech
telehack!mimsy!ames!sharkey!b-tech
telehack!mimsy!widener!hela!b-tech
telehack!oddjob!rutgers!mailrus!b-tech
telehack!janus!uunet!caen!b-tech
bacchus	telehack!oracle!pacbell!bakerst!bacchus
telehack!oddjob!rutgers!mcnc!bacchus
telehack!oracle!pacbell!gladys!bacchus
telehack!oracle!anvil!uupsi!bacchus
badile	telehack!veritas!hoptoad!sun!iis!badile
telehack!oracle!hplabs!ucbvax!eiger!badile
balkan	telehack!janus!uunet!chinacat!balkan
telehack!janus!uunet!bigtex!balkan
telehack!janus!uunet!nominil!balkan
balr	telehack!janus!uunet!balr
balrog	telehack!oracle!hplabs!decvax!balrog
bambam	telehack!rdlvax!randvax!bambam
telehack!oracle!decwrl!bambam
telehack!janus!uunet!bambam
banana	telehack!oddjob!rutgers!banana
telehack!tandem!mips!banana
bang	telehack!janus!hacgate!gryphon!bang
telehack!oddjob!rutgers!crash!bang
telehack!mimsy!ames!scubed!bang
baron	telehack!oracle!pyramid!ncr-sd!baron
telehack!oddjob!rutgers!crash!baron
bartal	telehack!oddjob!rutgers!crlabs!bartal
telehack!oddjob!rutgers!pyrnj!bartal
bartek1	telehack!janus!uunet!bartek1
basis	telehack!rdlvax!mtxinu!basis
batcomputer	telehack!oracle!pyramid!batcomputer
bbn	telehack!veritas!amd!ima!bbn
telehack!veritas!ardent!spdcc!bbn
telehack!janus!uunet!leafusa!bbn
telehack!oddjob!rutgers!mit-eddie!bbn
telehack!janus!uunet!inmet!bbn
telehack!mimsy!ames!husc6!bbn
telehack!oddjob!rutgers!mailrus!bbn
telehack!mimsy!ames!ll-xn!bbn
bc-cis	telehack!janus!uunet!dasys1!bc-cis
telehack!oddjob!rutgers!phri!bc-cis
telehack!janus!uunet!pencom!bc-cis
bcm	telehack!oddjob!rutgers!bcm
bcosi	telehack!janus!uunet!mnetor!bcosi
bcsaic	telehack!mimsy!ames!uw-beaver!bcsaic
bcsfse	telehack!janus!uunet!bcstec!bcsfse
bcsl	telehack!oracle!sequent!torsqnt!problem!bcsl
bdmrrr	telehack!oddjob!rutgers!bdmrrr
telehack!mimsy!rlgvax!bdmrrr
bdt	telehack!veritas!hoptoad!bdt
beartrk	telehack!mimsy!casemo!beartrk
telehack!janus!uunet!beartrk
beast	telehack!oracle!anvil!beast
telehack!janus!uunet!beast
telehack!rdlvax!mtxinu!beast
beaudin	telehack!janus!uunet!dptcdc!becker!beaudin
telehack!janus!uunet!dptcdc!tmsoft!beaudin
beauty	telehack!janus!uunet!beauty
beeper	telehack!mimsy!wb3ffv!beeper
bei	telehack!emds!sgi!bei
telehack!tandem!mips!bei
bellcore	telehack!rdlvax!psivax!bellcore
telehack!oddjob!rutgers!bellcore
telehack!janus!uunet!bellcore
telehack!mimsy!cp1!bellcore
telehack!oracle!pacbell!bellcore
benton	telehack!oracle!sequent!peregrine!benton
telehack!oddjob!rutgers!crash!benton
beowulf	telehack!adaptex!egsner!tao!beowulf
telehack!adaptex!infohub!tunguska!beowulf
telehack!oddjob!rutgers!devon!beowulf
telehack!janus!uunet!crdgw1!beowulf
telehack!janus!uunet!ssi!beowulf
telehack!adaptex!cpe!hal6000!beowulf
berner	telehack!janus!uunet!dptcdc!berner
bert	telehack!oracle!decwrl!ernie!bert
telehack!adaptex!sco!jack!bert
beyonet	telehack!mimsy!widener!beyonet
bgsuvax	telehack!mimsy!ames!pur-ee!alpha!bgsuvax
telehack!janus!uunet!ncrlnk!wright!bgsuvax
telehack!oddjob!rutgers!mit-eddie!wendy!bgsuvax
bigtex	telehack!janus!uunet!bigtex
bigtuna	telehack!janus!hacgate!pegasus!hyper!bigtuna
telehack!rdlvax!randvax!vortex!islenet!bigtuna
telehack!janus!hacgate!pegasus!medix!bigtuna
bilanc	telehack!oddjob!ncar!scicom!bilanc
telehack!oddjob!ncar!csn!bilanc
telehack!janus!uunet!isis!bilanc
bilver	telehack!veritas!hoptoad!peora!bilver
telehack!janus!uunet!tarpit!bilver
binky	telehack!tandem!rtech!binky
telehack!oracle!pacbell!binky
bionet	telehack!oracle!bionet
bit	telehack!oracle!decwrl!bit
telehack!lscpdx!nosun!bit
telehack!tandem!mips!bit
blender	telehack!oracle!apple!blender
bles	telehack!janus!uunet!chinacat!holston!bles
telehack!adaptex!sco!uudell!csoftec!bles
telehack!oracle!anvil!att!petro!bles
telehack!janus!uunet!topologix!sybil!bles
telehack!oracle!decwrl!csccat!adept!bles
blia	telehack!janus!uunet!blia
telehack!emds!sgi!blia
telehack!oracle!pyramid!blia
blinky	telehack!janus!uunet!blinky
bliss	telehack!janus!uunet!aaahq01!edus!bliss
telehack!janus!uunet!cdin-1!ki4pv!bliss
blister	telehack!janus!uunet!stan!blister
blkhole	telehack!janus!uunet!rancho!blkhole
telehack!oracle!pyramid!ncr-sd!blkhole
blnosz	telehack!oracle!pyramid!tub!blnosz
bloom-beacon	telehack!mimsy!ames!think!bloom-beacon
telehack!veritas!ardent!spdcc!bloom-beacon
telehack!mimsy!ames!mit-nc!bloom-beacon
telehack!oddjob!rutgers!mit-eddie!bloom-beacon
telehack!mimsy!ames!husc6!bloom-beacon
telehack!janus!uunet!alfalfa!bloom-beacon
telehack!janus!uunet!world!bloom-beacon
telehack!janus!uunet!coplex!bloom-beacon
blunile	telehack!janus!uunet!mnetor!aimed!blunile
bnr-vpa	telehack!veritas!hoptoad!utzoo!bnr-vpa
bnrmtv	telehack!oracle!hplabs!bnrmtv
telehack!veritas!amdahl!bnrmtv
telehack!mimsy!ames!bnrmtv
boake2	telehack!janus!uunet!pdn!boake2
bodedo	telehack!janus!uunet!bigtex!bodedo
bogart	telehack!veritas!ardent!phw5!bogart
bongo	telehack!janus!uunet!bigtex!helps!bongo
telehack!veritas!amdahl!netcom!xyzoom!bongo
telehack!janus!hacgate!srhqla!xenon!bongo
telehack!janus!hacgate!gryphon!denwa!bongo
telehack!janus!hacgate!mbf!sox!bongo
boo	telehack!tandem!netcomsv!boo
telehack!oracle!pacbell!boo
boop	telehack!oddjob!rutgers!crash!boop
bootstrap	telehack!oddjob!rutgers!princeton!bootstrap
borg	telehack!adaptex!fnx!rwing!borg
telehack!adaptex!fnx!polari!borg
telehack!janus!uunet!secure!borg
boulder	telehack!oracle!pyramid!boulder
bpa	telehack!oddjob!rutgers!bpa
telehack!mimsy!cp1!bpa
brambo	telehack!janus!uunet!dptcdc!ncrcan!brambo
telehack!janus!uunet!sobeco!telly!brambo
telehack!janus!uunet!dptcdc!becker!brambo
bridge2	telehack!janus!uunet!auspex!bridge2
telehack!oracle!pyramid!alantec!bridge2
telehack!veritas!hoptoad!cygint!bridge2
telehack!veritas!hoptoad!sun!bridge2
telehack!veritas!oliveb!gw3com!bridge2
brindle	telehack!mimsy!ames!ucsd!brindle
telehack!oracle!decwrl!fernwood!brindle
telehack!mimsy!ames!scubed!brindle
bronson	telehack!janus!uunet!m10!bronson
telehack!janus!uunet!hsi!bronson
telehack!janus!uunet!mfci!bronson
brspyr1	telehack!oddjob!rutgers!brspyr1
brunix	telehack!janus!uunet!brunix
bsu-cs	telehack!mimsy!ames!iuvax!bsu-cs
telehack!mimsy!ames!pur-ee!bsu-cs
bthpyd	telehack!janus!uunet!parvenu!bthpyd
telehack!veritas!amdahl!bungia!bthpyd
telehack!oddjob!rutgers!meccts!bthpyd
btni	telehack!janus!uunet!btni
btr	telehack!oracle!decwrl!btr
telehack!emds!sgi!btr
telehack!tandem!mips!btr
bu-cs	telehack!adaptex!sco!lpi!bu-cs
telehack!veritas!amd!ima!bu-cs
telehack!oracle!anvil!att!bu-cs
telehack!janus!uunet!icad!bu-cs
telehack!mimsy!rayssd!mirror!bu-cs
telehack!janus!uunet!spooky!bu-cs
telehack!oddjob!rutgers!mit-eddie!bu-cs
telehack!oracle!anvil!cloud9!bu-cs
bu-tyng	telehack!tandem!mips!elrond!bu-tyng
telehack!oracle!hplabs!decvax!bu-tyng
bungia	telehack!veritas!amdahl!bungia
bunker	telehack!veritas!oliveb!bunker
bunny	telehack!janus!uunet!gtenmc!bunny
telehack!mimsy!ames!husc6!bunny
telehack!oracle!anvil!harvard!bunny
burdvax	telehack!oracle!sequent!vrdxhq!burdvax
telehack!oddjob!rutgers!psuvax1!burdvax
telehack!oddjob!rutgers!bpa!burdvax
telehack!oddjob!rutgers!cbmvax!burdvax
telehack!oddjob!rutgers!liberty!burdvax
telehack!mimsy!widener!tycho!burdvax
buroco	telehack!janus!uunet!sobeco!ozrout!buroco
telehack!oracle!sequent!uwvax!prairie!buroco
telehack!janus!uunet!matrox!rcorsa!buroco
bytepb	telehack!janus!uunet!bytepb
bywater	telehack!janus!uunet!bywater
c3pe	telehack!janus!uunet!alembic!c3pe
telehack!mimsy!cvl!dolqci!c3pe
telehack!mimsy!aplcen!decuac!c3pe
telehack!janus!uunet!pbsi!c3pe
ca1	telehack!janus!uunet!rancho!ca1
telehack!janus!uunet!sandia!ca1
cacilj	telehack!janus!uunet!cacilj
cadnetix	telehack!oracle!pyramid!boulder!cadnetix
telehack!oracle!decwrl!daisy!cadnetix
telehack!oddjob!sunloop!sunpeaks!cadnetix
telehack!oddjob!ncar!ico!cadnetix
cadovax	telehack!janus!hacgate!cadovax
cadre	telehack!janus!uunet!aablue!cadre
cadreor	telehack!lscpdx!nosun!cadreor
telehack!janus!uunet!cadreor
cae780	telehack!veritas!excelan!cae780
telehack!oracle!decwrl!cae780
telehack!janus!uunet!cae780
telehack!oracle!pyramid!cae780
telehack!oracle!apple!cae780
caeco	telehack!veritas!oliveb!sci!caeco
telehack!oracle!anvil!apollo!caeco
telehack!oracle!hplabs!utah-cs!caeco
telehack!janus!uunet!iconsys!caeco
caen	telehack!janus!uunet!caen
caladan	telehack!veritas!excelan!microsoft!caladan
telehack!adaptex!fnx!polari!caladan
telehack!janus!uunet!nwnexus!caladan
caldwr	telehack!oracle!hplabs!cdp!caldwr
calmasd	telehack!janus!uunet!calmasd
camber	telehack!janus!uunet!pdn!jc3b23!camber
telehack!janus!uunet!pdn!showcase!camber
telehack!janus!uunet!sherpa!jc3b21!camber
camco	telehack!janus!uunet!camco
camtwh	telehack!oracle!sequent!torsqnt!problem!camtwh
telehack!janus!uunet!mnetor!censor!camtwh
canada	telehack!oracle!decwrl!alberta!canada
canisius	telehack!mimsy!ames!canisius
canstar	telehack!veritas!hoptoad!utzoo!canstar
cantuar	telehack!janus!uunet!munnari!cantuar
capmkt	telehack!veritas!hoptoad!capmkt
telehack!janus!uunet!capmkt
telehack!oracle!apple!capmkt
capone	telehack!oracle!sequent!paomail!capone
telehack!oracle!sequent!ccicpg!capone
casemo	telehack!mimsy!casemo
casper	telehack!lscpdx!nosun!bucket!casper
telehack!lscpdx!nosun!percy!casper
telehack!lscpdx!nosun!qiclab!casper
telehack!janus!uunet!twiki!casper
telehack!oracle!sequent!tessi!casper
castle	telehack!rdlvax!ttidca!philabs!castle
cayman	telehack!janus!uunet!cayman
cbmtor	telehack!oddjob!rutgers!cbmvax!cbmtor
cbmvax	telehack!oddjob!rutgers!cbmvax
telehack!janus!uunet!cbmvax
telehack!oracle!pyramid!cbmvax
cca	telehack!mimsy!ames!think!cca
telehack!janus!uunet!masscomp!cca
telehack!mimsy!rayssd!mirror!cca
telehack!oracle!hplabs!arisia!cca
telehack!oracle!anvil!harvard!cca
cccan	telehack!janus!uunet!sobeco!telly!cccan
telehack!janus!uunet!dptcdc!becker!cccan
telehack!veritas!hoptoad!utzoo!generic!cccan
cci632	telehack!mimsy!rayssd!cci632
telehack!mimsy!rlgvax!cci632
ccicpg	telehack!oracle!sequent!ccicpg
telehack!janus!uunet!ccicpg
telehack!mimsy!rlgvax!ccicpg
ccnysci	telehack!janus!uunet!dasys1!ccnysci
telehack!rdlvax!ttidca!philabs!ccnysci
telehack!janus!uunet!likewise!ccnysci
telehack!tandem!netcomsv!dsndata!ccnysci
telehack!mimsy!widener!cmcl2!ccnysci
telehack!oddjob!rutgers!phri!ccnysci
cctb	telehack!veritas!excelan!microsoft!cctb
telehack!janus!uunet!nwnexus!cctb
cdbhp1	telehack!mimsy!widener!emory!cdbhp1
telehack!mimsy!widener!gatech!cdbhp1
cdin-1	telehack!janus!uunet!cdin-1
cdl	telehack!mimsy!ames!efceng!merlin!cdl
telehack!janus!uunet!tektronix!nscpdc!cdl
cdp	telehack!oracle!hplabs!cdp
telehack!veritas!hoptoad!cdp
telehack!janus!uunet!cdp
telehack!emds!sgi!cdp
telehack!oracle!pyramid!cdp
cdscom	telehack!mimsy!wb3ffv!cdscom
cdspr	telehack!oddjob!rutgers!cdspr
cedm01	telehack!oracle!decwrl!alberta!cedm01
telehack!janus!uunet!attcan!cedm01
celerity	telehack!tandem!mips!chip!celerity
telehack!lscpdx!nosun!fpssun!celerity
telehack!mimsy!ames!ucsd!celerity
telehack!janus!uunet!photon!celerity
celia	telehack!rdlvax!randvax!celia
celit	telehack!oracle!decwrl!bit!celit
telehack!lscpdx!nosun!fpssun!celit
telehack!oracle!decwrl!dale!celit
telehack!janus!uunet!megatek!celit
telehack!janus!uunet!cray!celit
telehack!veritas!hoptoad!sun!celit
telehack!mimsy!ames!scubed!celit
telehack!janus!uunet!photon!celit
censor	telehack!janus!uunet!mnetor!censor
telehack!veritas!amdahl!meadow!censor
telehack!veritas!hoptoad!utzoo!censor
cepu	telehack!oddjob!ncar!cepu
telehack!oracle!pyramid!cepu
cerl	telehack!janus!hacgate!uiucuxc!cerl
cfcl	telehack!veritas!hoptoad!cfcl
telehack!oracle!apple!cfcl
telehack!oracle!pacbell!cfcl
cfctech	telehack!mimsy!ames!sharkey!cfctech
telehack!oddjob!rutgers!rel!cfctech
telehack!oracle!pyramid!fmsrl7!cfctech
cfg	telehack!oracle!ncube!cfg
telehack!janus!uunet!cfg
cfisun	telehack!janus!uunet!epochsys!cfisun
telehack!veritas!amd!ima!cfisun
telehack!mimsy!rayssd!premise!cfisun
telehack!janus!uunet!stellar!cfisun
telehack!oracle!anvil!harvard!cfisun
cg-atla	telehack!veritas!amd!ima!cg-atla
telehack!oracle!hplabs!decvax!cg-atla
telehack!mimsy!rayssd!raybed2!cg-atla
telehack!janus!uunet!ginosko!cg-atla
telehack!oracle!decwrl!adobe!cg-atla
telehack!adaptex!sco!wang!cg-atla
telehack!oddjob!clout!laidbak!cg-atla
cgh	telehack!oracle!pacbell!bakerst!cgh
telehack!oddjob!rutgers!cbmvax!cgh
telehack!oracle!decwrl!dsinc!cgh
chara	telehack!mimsy!widener!gatech!chara
cherniak	telehack!janus!uunet!sq!hybrid!cherniak
telehack!janus!uunet!sobeco!telly!cherniak
telehack!janus!uunet!dptcdc!becker!cherniak
telehack!janus!uunet!dptcdc!lethe!cherniak
telehack!janus!uunet!dptcdc!lsuc!cherniak
telehack!janus!uunet!dptcdc!geac!cherniak
telehack!janus!uunet!crdgw1!eci386!cherniak
chinacat	telehack!janus!uunet!chinacat
telehack!adaptex!letni!chinacat
telehack!adaptex!egsner!chinacat
chinet	telehack!oddjob!clout!chinet
telehack!oddjob!gargoyle!chinet
telehack!oddjob!nucsrl!chinet
telehack!oddjob!homebru!chinet
chip	telehack!tandem!mips!chip
chips	telehack!veritas!amdahl!chips
telehack!oracle!decwrl!chips
telehack!tandem!mips!chips
chkpt	telehack!janus!uunet!chkpt
telehack!oracle!pyramid!chkpt
chp	telehack!janus!uunet!sq!chp
telehack!adaptex!sco!scocan!chp
telehack!veritas!hoptoad!utzoo!chp
chuo	telehack!oddjob!rutgers!glinj!chuo
telehack!oddjob!rutgers!lilink!chuo
chvax	%no path to host
cichlid	telehack!tandem!netcomsv!cichlid
cinele	telehack!oracle!pyramid!cinele
cipric	telehack!janus!uunet!rosevax!cipric
telehack!oddjob!rutgers!dayton!cipric
telehack!mimsy!ames!scubed!cipric
cit-vax	telehack!janus!hacgate!engvax!cit-vax
telehack!rdlvax!psivax!jplpro!cit-vax
telehack!janus!hacgate!muddcs!cit-vax
telehack!janus!hacgate!elroy!cit-vax
telehack!janus!uunet!wiley!cit-vax
citi	telehack!oracle!hplabs!citi
telehack!oddjob!rutgers!citi
cjsa	telehack!adaptex!fnx!polari!cjsa
telehack!janus!uunet!gtenmc!cjsa
clif	telehack!oracle!apple!m-net!clif
